activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
10.71C,rue,DU CHEMIN VERT,PARIS 11,75011,75,POINT (48.9581783 2.8875051),2.8875051,48.9581783
10.71C,boulevard,JEAN ALLEMANE,ARGENTEUIL,95100,95,POINT (48.9766872 2.8736131),2.8736131,48.9766872
10.71C,rue,DES BOULETS,PARIS 11,75011,75,POINT (48.8580226 2.3518984),2.3518984,48.8580226
10.71C,rue,DES BOULETS,PARIS 11,75011,75,POINT (49.0387522 2.4681032),2.4681032,49.0387522
10.71C,rue,DES FRENES,ERAGNY,95610,95,POINT (48.9456147 1.5204828),1.5204828,48.9456147
10.71C,rue,DU FBG SAINT DENIS,PARIS 10,75010,75,POINT (48.8385825 2.3499612),2.3499612,48.8385825
10.71C,avenue,EMILE DAMBEL,VILLEPINTE,93420,93,POINT (48.8385825 2.3499612),2.3499612,48.8385825
10.71C,rue,PELLEPORT,PARIS 20,75020,75,POINT (48.874413 2.3182376),2.3182376,48.874413
10.71C,place,MAURICE BERTEAUX,CHATOU,78400,78,POINT (48.8683856 2.3249867),2.3249867,48.8683856
10.71C,rue,MYRHA,PARIS 18,75018,75,POINT (48.8935007 2.3426479),2.3426479,48.8935007
10.71C,rue,CHAMPIONNET,PARIS 18,75018,75,POINT (48.9462759 2.2501556),2.2501556,48.9462759
10.71C,rue,DES CHENES BRUNS,CERGY,95000,95,POINT (48.8221044 2.2262641),2.2262641,48.8221044
10.71C,avenue,D'ITALIE,PARIS 13,75013,75,POINT (48.7737911 2.2288817),2.2288817,48.7737911
10.71C,boulevard,DE PORT ROYAL,PARIS 13,75013,75,POINT (48.65180115 2.371220416755617),2.371220416755617,48.65180115
10.71C,rue,GEORGES GUYNEMER,ORMESSON-SUR-MARNE,94490,94,POINT (48.8352227 2.3098791),2.3098791,48.8352227
10.71C,rue,DE SILLY,BOULOGNE-BILLANCOURT,92100,92,POINT (48.783675 2.4538529),2.4538529,48.783675
10.71C,,DE LA REINE,BOULOGNE-BILLANCOURT,92100,92,POINT (48.9194522 2.4090223),2.4090223,48.9194522
10.71C,place,DE L EUROPE,BAILLY-ROMAINVILLIERS,77700,77,POINT (48.8305074 2.3537546),2.3537546,48.8305074
10.71C,rue,DE PARIS,GRETZ-ARMAINVILLIERS,77220,77,POINT (48.8839045 2.456428),2.456428,48.8839045
10.71C,place,LOUIS JOUVET,CREGY-LES-MEAUX,77124,77,POINT (48.7939031 2.5132244),2.5132244,48.7939031
10.71C,rue,DU RENARD,PARIS 4,75004,75,POINT (48.8541707 2.3710719),2.3710719,48.8541707
10.71C,rue,EUGENE VARLIN,GOUSSAINVILLE,95190,95,POINT (48.651343999999995 2.381124871226527),2.381124871226527,48.651343999999995
10.71C,rue,RENE DHAL,BREVAL,78980,78,POINT (48.8783858 2.3989629),2.3989629,48.8783858
10.71C,rue,CLAUDE BERNARD,PARIS 5,75005,75,POINT (48.9755348 2.3153063),2.3153063,48.9755348
10.71C,rue,CLAUDE BERNARD,PARIS 5,75005,75,POINT (48.9886666 2.2584511),2.2584511,48.9886666
10.71C,rue,LA BOETIE,PARIS 8,75008,75,POINT (48.8672183 2.2974621),2.2974621,48.8672183
10.71C,rue,DU CHEVALIER DE ST GEORGE,PARIS 8,75008,75,POINT (48.8950863 2.2518819530740393),2.2518819530740393,48.8950863
10.71C,rue,DU POTEAU,PARIS 18,75018,75,POINT (48.7297593 2.276077),2.276077,48.7297593
10.71C,rue,MARCEL ALLEGOT,MEUDON,92190,92,POINT (48.8714913 2.2931066),2.2931066,48.8714913
10.71C,rue,DE PARIS,BIEVRES,91570,91,POINT (48.8779588 2.288111971763085),2.288111971763085,48.8779588
10.71C,place,DE LA TREILLE,GRIGNY,91350,91,POINT (48.982877 2.0621816),2.0621816,48.982877
10.71C,rue,CASTAGNARY,PARIS 15,75015,75,POINT (48.6988417 2.2071965),2.2071965,48.6988417
10.71C,rue,DU GENERAL DE LARMINAT,CRETEIL,94000,94,POINT (48.8633331 2.3460788),2.3460788,48.8633331
10.71C,avenue,PAUL VAILLANT COUTURIER,LA COURNEUVE,93120,93,POINT (48.8509303 2.3591776),2.3591776,48.8509303
10.71C,boulevard,AUGUSTE BLANQUI,PARIS 13,75013,75,POINT (48.8855518 2.3899118),2.3899118,48.8855518
10.71C,rue,DE L AVENIR,NOISY-LE-SEC,93130,93,POINT (48.8751585 2.3416906),2.3416906,48.8751585
10.71C,rue,GEORGES V,MAISONS-LAFFITTE,78600,78,POINT (48.8718651 2.3217255),2.3217255,48.8718651
10.71C,boulevard,DE VAUGIRARD,PARIS 15,75015,75,POINT (48.9203566 2.3867389),2.3867389,48.9203566
10.71C,avenue,DU BAC,SAINT-MAUR-DES-FOSSES,94210,94,POINT (48.9856507 2.4240164),2.4240164,48.9856507
10.71C,rue,DE LA ROQUETTE,PARIS 11,75011,75,POINT (48.8674556 2.3849794),2.3849794,48.8674556
10.71C,place,DU DAMIER,GRIGNY,91350,91,POINT (48.8492162 2.336455),2.336455,48.8492162
10.71C,rue,LUCIEN PERQUEL,MONTMORENCY,95160,95,POINT (48.8649329 2.3979832),2.3979832,48.8649329
10.71C,rue,DE STALINGRAD,ERMONT,95120,95,POINT (48.9713514 1.8478193),1.8478193,48.9713514
10.71C,rue,DE CHAILLOT,PARIS 16,75116,75,POINT (48.8065455 2.5411684),2.5411684,48.8065455
10.71C,rue,GABRIEL PERI,MASSY,91300,91,POINT (48.8428945 2.3746804),2.3746804,48.8428945
10.71C,rue,DU FBG SAINT DENIS,PARIS 10,75010,75,POINT (48.8939071 2.3343602),2.3343602,48.8939071
10.71C,rue,CHARLES DE GAULLE,DAMMARIE-LES-LYS,77190,77,POINT (48.8499019 2.3243367),2.3243367,48.8499019
10.71C,avenue,KLEBER,PARIS 16,75116,75,POINT (49.0585836 2.0895165),2.0895165,49.0585836
10.71C,place,ST FERDINAND,PARIS 17,75017,75,POINT (48.8448653 2.2663765),2.2663765,48.8448653
10.71C,boulevard,NOEL MARC,ANDRESY,78570,78,POINT (48.8617412 2.506267),2.506267,48.8617412
10.71C,rue,DE PARIS,ORSAY,91400,91,POINT (48.8599073 2.4015373),2.4015373,48.8599073
10.71C,rue,MONTMARTRE,PARIS 2,75002,75,POINT (48.5417086 2.6585311),2.6585311,48.5417086
10.71C,rue,GOUBET,PARIS 19,75019,75,POINT (48.8266696 2.273586),2.273586,48.8266696
10.71C,rue,LA FAYETTE,PARIS 10,75010,75,POINT (48.8609965 2.361495),2.361495,48.8609965
10.71C,boulevard,MALESHERBES,PARIS 17,75017,75,POINT (48.8618742 2.2120531),2.2120531,48.8618742
10.71C,rue,PIERRE CURIE,LA COURNEUVE,93120,93,POINT (48.8630687 2.2103093),2.2103093,48.8630687
10.71C,rue,DE L OISE,ARNOUVILLE,95400,95,POINT (48.8879477 2.2132144),2.2132144,48.8879477
10.71C,rue,DE MENILMONTANT,PARIS 20,75020,75,POINT (48.8618742 2.2120531),2.2120531,48.8618742
10.71C,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (48.8695518 2.3560002),2.3560002,48.8695518
10.71C,rue,DU FBG SAINT DENIS,PARIS 10,75010,75,POINT (48.8830005 2.2596875),2.2596875,48.8830005
10.71C,place,DU MARCHE,ARPAJON,91290,91,POINT (48.8859434 2.2575484),2.2575484,48.8859434
10.71C,avenue,GAMBETTA,PARIS 20,75020,75,POINT (48.9674593 2.2723747),2.2723747,48.9674593
10.71C,rue,DE LA GARE,AUBERGENVILLE,78410,78,POINT (48.8724953 2.2917139),2.2917139,48.8724953
10.71C,rue,MOLIERE,CHAMPIGNY-SUR-MARNE,94500,94,POINT (48.8889081 2.358298),2.358298,48.8889081
10.71C,,DU PLESSIS,CHENNEVIERES-SUR-MARNE,94430,94,POINT (48.8953716 2.3510906),2.3510906,48.8953716
10.71C,,DES PERROQUETS,CHAMPIGNY-SUR-MARNE,94500,94,POINT (48.8624167 2.4428327),2.4428327,48.8624167
10.71C,rue,DE BERCY,PARIS 12,75012,75,POINT (48.8956221 2.5002413),2.5002413,48.8956221
10.71C,rue,ORDENER,PARIS 18,75018,75,POINT (48.8873939 2.1696876),2.1696876,48.8873939
10.71C,rue,ST PLACIDE,PARIS 6,75006,75,POINT (48.77897635 2.0412988266464622),2.0412988266464622,48.77897635
10.71C,rue,CHARDON LAGACHE,PARIS 16,75016,75,POINT (48.8731073 2.3754904),2.3754904,48.8731073
10.71C,rue,DU GENERAL DE GAULLE,NEUILLY-PLAISANCE,93360,93,POINT (48.5615159 2.7367658),2.7367658,48.5615159
10.71C,rue,DES PYRENEES,PARIS 20,75020,75,POINT (48.6441082 2.8337298),2.8337298,48.6441082
10.71C,rue,SAINT LOUIS,MELUN,77000,77,POINT (48.8259307 2.2002136),2.2002136,48.8259307
10.71C,avenue,DU GAL DE GAULLE,CLAMART,92140,92,POINT (48.8675908 2.4848058),2.4848058,48.8675908
10.71C,rue,DU ROI DE SICILE,PARIS 4,75004,75,POINT (48.821861 2.2643932),2.2643932,48.821861
10.71C,avenue,DE LA REPUBLIQUE,ISSY-LES-MOULINEAUX,92130,92,POINT (48.821861 2.2643932),2.2643932,48.821861
10.71C,rue,DE SAINTONGE,PARIS 3,75003,75,POINT (48.8590532 2.3471867),2.3471867,48.8590532
10.71C,avenue,JEAN JAURES,SURESNES,92150,92,POINT (48.8777215 2.2983559),2.2983559,48.8777215
10.71C,avenue,EDOUARD VAILLANT,SURESNES,92150,92,POINT (48.8889081 2.358298),2.358298,48.8889081
10.71C,avenue,DES CHAMPS PIERREUX,NANTERRE,92000,92,POINT (48.7653867 2.260358),2.260358,48.7653867
10.71C,avenue,JEAN JAURES,SURESNES,92150,92,POINT (48.9040261 3.2304174),3.2304174,48.9040261
10.71C,rue,DU FAUBOURG SAINT MARTIN,PARIS 10,75010,75,POINT (48.9590906 1.8077425),1.8077425,48.9590906
10.71C,avenue,DE MADRID,NEUILLY-SUR-SEINE,92200,92,POINT (48.8889081 2.358298),2.358298,48.8889081
10.71C,avenue,CHARLES DE GAULLE,NEUILLY-SUR-SEINE,92200,92,POINT (48.6999078 2.1362396),2.1362396,48.6999078
10.71C,boulevard,MAURICE BERTEAUX,SANNOIS,95110,95,POINT (48.7918015 1.9719137),1.9719137,48.7918015
10.71C,avenue,VICTOR HUGO,PARIS 16,75116,75,POINT (48.9344199 2.2559686),2.2559686,48.9344199
10.71C,rue,DOUDEAUVILLE,PARIS 18,75018,75,POINT (48.8629359 2.3364126),2.3364126,48.8629359
10.71C,rue,CHAMPIONNET,PARIS 18,75018,75,POINT (48.8535801 2.3389152),2.3389152,48.8535801
10.71C,place,JEAN JAURES,MONTREUIL,93100,93,POINT (48.9141857 2.2635789),2.2635789,48.9141857
10.71C,rue,AUGUSTE BLANQUI,VILLEMOMBLE,93250,93,POINT (48.8272914 2.3063483),2.3063483,48.8272914
10.71C,avenue,EDOUARD BELIN,RUEIL-MALMAISON,92500,92,POINT (48.8917744 2.3820884),2.3820884,48.8917744
10.71C,place,CLAUDEL,MONTIGNY-LE-BRETONNEUX,78180,78,POINT (48.9723791 2.3095767),2.3095767,48.9723791
10.71C,,SAINT PIERRE,VERSAILLES,78000,78,POINT (48.9008003 2.8119427),2.8119427,48.9008003
10.71C,avenue,RAPP,PARIS 7,75007,75,POINT (48.8582967 2.2826947),2.2826947,48.8582967
10.71C,rue,GRANDE,MOISENAY,77950,77,POINT (48.8523184 2.2743049),2.2743049,48.8523184
10.71C,rue,JEAN JAURES,VERNEUIL L'ETANG,77390,77,POINT (48.9595608 2.5670727),2.5670727,48.9595608
10.71C,rue,DE SEVRES,VILLE D'AVRAY,92410,92,POINT (48.8206152 3.1352409),3.1352409,48.8206152
10.71C,avenue,DE LA REPUBLIQUE,ROSNY-SOUS-BOIS,93110,93,POINT (48.8882843 2.318765),2.318765,48.8882843
10.71C,avenue,VICTOR CRESSON,ISSY-LES-MOULINEAUX,92130,92,POINT (48.8561136 2.4006686),2.4006686,48.8561136
10.71C,avenue,VICTOR CRESSON,ISSY-LES-MOULINEAUX,92130,92,POINT (48.7890852 2.4965825),2.4965825,48.7890852
10.71C,rue,DES HALLES,PARIS 1,75001,75,POINT (48.844859 2.349257),2.349257,48.844859
10.71C,rue,DU FAUBOURG SAINT HONORE,PARIS 8,75008,75,POINT (48.844859 2.349257),2.349257,48.844859
10.71C,rue,DOUDEAUVILLE,PARIS 18,75018,75,POINT (48.5034559 2.7908519),2.7908519,48.5034559
10.71C,avenue,ALBERT THOMAS,CHATENAY-MALABRY,92290,92,POINT (48.8820538 2.3155897),2.3155897,48.8820538
10.71C,rue,DE L HETRE,ORLY-SUR-MORIN,77750,77,POINT (48.6600094 2.2415149),2.2415149,48.6600094
10.71C,avenue,DE LA GARE,MEZIERES-SUR-SEINE,78970,78,POINT (48.8574466 2.4054853),2.4054853,48.8574466
10.71C,rue,DOUDEAUVILLE,PARIS 18,75018,75,POINT (48.9252188 2.3074391),2.3074391,48.9252188
10.71C,rue,ALPHONSE PECARD,GIF-SUR-YVETTE,91190,91,POINT (48.8068213 2.1311939),2.1311939,48.8068213
10.71C,place,DE PARIS,ELANCOURT,78990,78,POINT (48.826144 2.1303077),2.1303077,48.826144
10.71C,boulevard,DE VALMY,COLOMBES,92700,92,POINT (48.9000597 2.2452637),2.2452637,48.9000597
10.71C,rue,SAINT HONORE,PARIS 1,75001,75,POINT (49.0414562 2.1125197),2.1125197,49.0414562
10.71C,rue,SAINT ANDRE DES ARTS,PARIS 6,75006,75,POINT (48.8199071 2.5520913),2.5520913,48.8199071
10.71C,rue,PAUL DEROULEDE,BOIS-COLOMBES,92270,92,POINT (48.8541707 2.3710719),2.3710719,48.8541707
10.71C,boulevard,BRUNE,PARIS 14,75014,75,POINT (48.8366106 2.3929471),2.3929471,48.8366106
10.71C,rue,DE NANTES,PARIS 19,75019,75,POINT (48.9592011 2.3568521),2.3568521,48.9592011
10.71C,rue,DU GENERAL DE GAULLE,ENGHIEN-LES-BAINS,95880,95,POINT (48.8493916 2.3496153),2.3496153,48.8493916
10.71C,rue,DU GENERAL LECLERC,ESBLY,77450,77,POINT (48.771261 2.5089333),2.5089333,48.771261
10.71C,rue,DE PASSY,PARIS 16,75016,75,POINT (48.8040547 2.1353939),2.1353939,48.8040547
10.71C,rue,DOCTEUR BLANCHE,PARIS 16,75016,75,POINT (48.9661007 2.5433355),2.5433355,48.9661007
10.71C,rue,PIERRE DEMOURS,PARIS 17,75017,75,POINT (48.988445850000005 2.3189391186840194),2.3189391186840194,48.988445850000005
10.71C,rue,JEAN DE LA FONTAINE,PARIS 16,75016,75,POINT (48.9982475 2.3221907),2.3221907,48.9982475
10.71C,avenue,SALVADOR ALLENDE,TREMBLAY-EN-FRANCE,93290,93,POINT (48.8882682 2.3744174),2.3744174,48.8882682
10.71C,rue,DE L EGLISE,BOISSY-LE-CHATEL,77169,77,POINT (48.8631186 2.4045321),2.4045321,48.8631186
10.71C,rue,DES MOINES,PARIS 17,75017,75,POINT (48.5563364 2.5924425),2.5924425,48.5563364
10.71C,rue,DE LA REUNION,PARIS 20,75020,75,POINT (48.7845186 2.3239505),2.3239505,48.7845186
10.71C,boulevard,DES MURIERS,SAINT-MAUR-DES-FOSSES,94210,94,POINT (48.8784239 2.4531255),2.4531255,48.8784239
10.71C,rue,MOUFFETARD,PARIS 5,75005,75,POINT (48.9149655 2.228996257945493),2.228996257945493,48.9149655
10.71C,rue,MOUFFETARD,PARIS 5,75005,75,POINT (48.9576721 2.2896741),2.2896741,48.9576721
10.71C,rue,RAMBOUILLOT,LE CHATELET-EN-BRIE,77820,77,POINT (49.0500632 2.2088386),2.2088386,49.0500632
10.71C,rue,DE LEVIS,PARIS 17,75017,75,POINT (49.1419691 2.2863149),2.2863149,49.1419691
10.71C,rue,DU VIEUX LAVOIR,NOZAY,91620,91,POINT (48.5308245 2.0433515),2.0433515,48.5308245
10.71C,rue,COURAT,PARIS 20,75020,75,POINT (48.9257441 2.3266931),2.3266931,48.9257441
10.71C,rue,DU FOSSE BLANC,GENNEVILLIERS,92230,92,POINT (48.8653299 2.3295783),2.3295783,48.8653299
10.71C,rue,DE LA PAROISSE,VERSAILLES,78000,78,POINT (48.8327946 2.3308864),2.3308864,48.8327946
10.71C,avenue,MARCEAU,COURBEVOIE,92400,92,POINT (48.9692388 2.0753105211607235),2.0753105211607235,48.9692388
10.71C,rue,D HERBLAY,SAINT OUEN L'AUMONE,95310,95,POINT (48.9625685 2.0709851),2.0709851,48.9625685
10.71C,avenue,BEAUREGARD,VILLIERS-SUR-MARNE,94350,94,POINT (48.8791992 2.3713726),2.3713726,48.8791992
10.71C,rue,DE LA ROQUETTE,PARIS 11,75011,75,POINT (48.8534515 2.3678661),2.3678661,48.8534515
10.71C,rue,DE WATTIGNIES,PARIS 12,75012,75,POINT (48.8201042 2.4737973),2.4737973,48.8201042
10.71C,rue,CAMELINAT,PIERREFITTE-SUR-SEINE,93380,93,POINT (48.8640254 2.103808),2.103808,48.8640254
10.71C,rue,MONGE,PARIS 5,75005,75,POINT (48.88726 2.3547404),2.3547404,48.88726
10.71C,place,DE LA GARE,SUCY-EN-BRIE,94370,94,POINT (48.8322692 2.3212362),2.3212362,48.8322692
10.71C,rue,MONTBAURON,VERSAILLES,78000,78,POINT (48.8470743 2.2700043),2.2700043,48.8470743
10.71C,allée,ANTOINE DE ST EXUPERY,VILLEPINTE,93420,93,POINT (48.9920267 2.2803983),2.2803983,48.9920267
10.71C,place,ROGER LEVANNEUR,MONTMORENCY,95160,95,POINT (48.8852901 2.3695869),2.3695869,48.8852901
10.71C,avenue,1ERE ARMEE FRANCAISE,MONTMORENCY,95160,95,POINT (48.7896809 2.4239027),2.4239027,48.7896809
10.71C,rue,RIQUET,PARIS 19,75019,75,POINT (48.7534695 2.3049105),2.3049105,48.7534695
10.71C,rue,PELLEPORT,PARIS 20,75020,75,POINT (48.8481755 2.2640506),2.2640506,48.8481755
10.71C,avenue,DE LA ZIBELINE,CESSON,77240,77,POINT (48.8467796 3.2326056),3.2326056,48.8467796
10.71C,avenue,DES VERGERS,BOURG-LA-REINE,92340,92,POINT (48.8144047 3.0840163),3.0840163,48.8144047
10.71C,boulevard,DE LA BOISSIERE,MONTREUIL,93100,93,POINT (48.8466078 3.2310047),3.2310047,48.8466078
10.71C,place,LOUIS ARAGON,COLOMBES,92700,92,POINT (48.8135789 3.0838125),3.0838125,48.8135789
10.71C,rue,DU PAS DE CALAIS,EPINAY-SUR-SEINE,93800,93,POINT (48.7804801 3.3050877),3.3050877,48.7804801
10.71C,rue,DE LA VIEILLE FONTAINE,FREPILLON,95740,95,POINT (48.8674556 2.3849794),2.3849794,48.8674556
10.71C,place,DU BEFFROI,BEAUMONT-SUR-OISE,95260,95,POINT (48.87786 2.3913424),2.3913424,48.87786
10.71C,place,DU VIEUX THEATRE,ROINVILLE,91410,91,POINT (48.8725661 2.3790355),2.3790355,48.8725661
10.71C,boulevard,GALLIENI,VILLENEUVE-LA-GARENNE,92390,92,POINT (48.8632024 2.3684923),2.3684923,48.8632024
10.71C,rue,DU MONT THABOR,PARIS 1,75001,75,POINT (49.0414562 2.1125197),2.1125197,49.0414562
10.71C,avenue,DU GENERAL LECLERC,PARIS 14,75014,75,POINT (48.8779588 2.288111971763085),2.288111971763085,48.8779588
10.71C,rue,ANDRE MALRAUX,LAGNY-SUR-MARNE,77400,77,POINT (48.5637302 2.432028582752352),2.432028582752352,48.5637302
10.71C,boulevard,SAINT GERMAIN,PARIS 5,75005,75,POINT (48.7925455 2.5495783),2.5495783,48.7925455
10.71C,place,GEORGES BRASSENS,ACHERES,78260,78,POINT (48.8023216 3.0825946),3.0825946,48.8023216
10.71C,avenue,DE STALINGRAD,ACHERES,78260,78,POINT (49.0493979 2.0964856),2.0964856,49.0493979
10.71C,rue,DE MEAUX,PARIS 19,75019,75,POINT (48.8506241 2.2769714),2.2769714,48.8506241
10.71C,rue,SAINT ANTOINE,PARIS 4,75004,75,POINT (48.8488847 2.4612994),2.4612994,48.8488847
10.71C,avenue,DU GENERAL GALLIENI,JOINVILLE-LE-PONT,94340,94,POINT (48.8670129 2.3794132),2.3794132,48.8670129
10.71C,avenue,DE L ABREUVOIR,MARLY-LE-ROI,78160,78,POINT (48.8774814 2.3393365),2.3393365,48.8774814
10.71C,rue,MYRHA,PARIS 18,75018,75,POINT (48.6841218 2.9565905),2.9565905,48.6841218
10.71C,rue,DE LA SABLIERE,PARIS 14,75014,75,POINT (48.8649329 2.3979832),2.3979832,48.8649329
10.71C,rue,COROT,PARIS 16,75016,75,POINT (48.9236675 2.4614788),2.4614788,48.9236675
10.71C,rue,DES TILLEULS,EAUBONNE,95600,95,POINT (48.7312301 2.2539559),2.2539559,48.7312301
10.71C,avenue,DE FLANDRE,PARIS 19,75019,75,POINT (48.9950801 1.9103186),1.9103186,48.9950801
10.71C,rue,AUGUSTE MOUNIE,ANTONY,92160,92,POINT (48.8629359 2.3364126),2.3364126,48.8629359
10.71C,rue,GIRODET,PARIS 16,75016,75,POINT (48.8725661 2.3790355),2.3790355,48.8725661
10.71C,place,DU MARCHE,REBAIS,77510,77,POINT (48.8667824 2.4451786),2.4451786,48.8667824
10.71C,place,DU MARCHE,COULOMMIERS,77120,77,POINT (48.8326739 2.3983087),2.3983087,48.8326739
10.71C,rue,SALADINE,REBAIS,77510,77,POINT (48.8939071 2.3343602),2.3343602,48.8939071
10.71C,rue,BEAUREPAIRE,COULOMMIERS,77120,77,POINT (48.8889081 2.358298),2.358298,48.8889081
10.71C,rue,DE MENILMONTANT,PARIS 20,75020,75,POINT (48.8492905 2.3988258),2.3988258,48.8492905
10.71C,rue,DE CRIMEE,PARIS 19,75019,75,POINT (48.7363391 2.7081168),2.7081168,48.7363391
10.71C,rue,DE BELLEVILLE,PARIS 20,75020,75,POINT (48.8748798 2.5913693),2.5913693,48.8748798
10.71C,rue,OBERKAMPF,PARIS 11,75011,75,POINT (48.8016533 2.1315045),2.1315045,48.8016533
10.71C,rue,D HERBLAY,SAINT OUEN L'AUMONE,95310,95,POINT (48.8294546 2.356524),2.356524,48.8294546
10.71C,place,ST FERDINAND,PARIS 17,75017,75,POINT (48.8599073 2.4015373),2.4015373,48.8599073
10.71C,rue,DE MILLY,MENNECY,91540,91,POINT (48.8196329 2.1995775),2.1995775,48.8196329
10.71C,rue,DANIELLE CASANOVA,ORMESSON-SUR-MARNE,94490,94,POINT (48.8532958 2.146741),2.146741,48.8532958
10.71C,rue,LEON LAHITTE,COULOMMIERS,77120,77,POINT (48.8704442 2.3454327),2.3454327,48.8704442
10.71C,rue,THIERS,PONTOISE,95300,95,POINT (48.8611649 2.44155),2.44155,48.8611649
10.71C,avenue,DE VERSAILLES,PARIS 16,75016,75,POINT (48.8590532 2.3471867),2.3471867,48.8590532
10.71C,rue,DALAYRAC,FONTENAY-SOUS-BOIS,94120,94,POINT (48.8711584 2.3227378),2.3227378,48.8711584
10.71C,rue,MORET,PARIS 11,75011,75,POINT (48.8130572 2.2907424),2.2907424,48.8130572
10.71C,rue,DES MARTYRS,PARIS 9,75009,75,POINT (48.5445879 2.6400026),2.6400026,48.5445879
10.71C,place,DU MARCHE AU BLE,ROZAY-EN-BRIE,77540,77,POINT (48.79914 2.2868826),2.2868826,48.79914
10.71C,avenue,GAMBETTA,PARIS 20,75020,75,POINT (49.0875229 2.3669496),2.3669496,49.0875229
10.71C,avenue,HENRI BARBUSSE,DRANCY,93700,93,POINT (48.6377754 2.4383064),2.4383064,48.6377754
10.71C,rue,DE VERSAILLES,MASSY,91300,91,POINT (48.7371156 2.0920477),2.0920477,48.7371156
10.71C,rue,PAUL DOUMER,LES MUREAUX,78130,78,POINT (48.8370594 2.4083717),2.4083717,48.8370594
10.71C,rue,DE SEVRES,PARIS 7,75007,75,POINT (48.9538579 2.2203835),2.2203835,48.9538579
10.71C,,DE LA GAILLARDERIE,NOISY-LE-ROI,78590,78,POINT (48.8170908 2.4674226),2.4674226,48.8170908
10.71C,rue,SAINT HONORE,PARIS 1,75001,75,POINT (48.8555117 2.4079774),2.4079774,48.8555117
10.71C,rue,DE BELLEVILLE,PARIS 20,75020,75,POINT (48.8493916 2.3496153),2.3496153,48.8493916
10.71C,boulevard,PAUL VAILLANT COUTURIER,MONTREUIL,93100,93,POINT (48.8493916 2.3496153),2.3496153,48.8493916
10.71C,avenue,DU GENERAL MICHEL BIZOT,PARIS 12,75012,75,POINT (48.8672183 2.2974621),2.2974621,48.8672183
10.71C,rue,ORDENER,PARIS 18,75018,75,POINT (48.9918724 2.3747298),2.3747298,48.9918724
10.71C,rue,SAINT HONORE,PARIS 1,75001,75,POINT (48.849676 2.4115835),2.4115835,48.849676
10.71C,boulevard,DE CHARONNE,PARIS 11,75011,75,POINT (48.8987975 2.6137196),2.6137196,48.8987975
10.71C,boulevard,VICTOR HUGO,GRETZ-ARMAINVILLIERS,77220,77,POINT (48.8987975 2.6137196),2.6137196,48.8987975
10.71C,rue,DU DOCTEUR DOUARRE,CHELLES,77500,77,POINT (48.8183336 2.3976261),2.3976261,48.8183336
10.71C,avenue,D'ITALIE,PARIS 13,75013,75,POINT (48.8823928 2.2772575),2.2772575,48.8823928
10.71C,avenue,ROGER SALENGRO,CHAVILLE,92370,92,POINT (48.6081851 2.3055167),2.3055167,48.6081851
10.71C,avenue,DE LA JONCHERE,LA CELLE-SAINT-CLOUD,78170,78,POINT (48.8434366 2.3171107),2.3171107,48.8434366
10.71C,rue,D'UZES,PARIS 2,75002,75,POINT (48.8527873 2.3135976),2.3135976,48.8527873
10.71C,rue,DES HALLES,PARIS 1,75001,75,POINT (48.5690837 2.4307113),2.4307113,48.5690837
10.71C,boulevard,STALINGRAD,MALAKOFF,92240,92,POINT (48.8774814 2.3393365),2.3393365,48.8774814
10.71C,avenue,DE LA LIBERATION,LE MEE-SUR-SEINE,77350,77,POINT (48.9266405 2.2946262),2.2946262,48.9266405
10.71C,rue,SADI CARNOT,CHATILLON,92320,92,POINT (48.8935793 2.212176),2.212176,48.8935793
10.71C,rue,FAUBERT,BELLOY-EN-FRANCE,95270,95,POINT (49.0607154 2.0660554),2.0660554,49.0607154
10.71C,boulevard,DECAUVILLE,EVRY-COURCOURONNES,91000,91,POINT (48.8918203 2.1956099),2.1956099,48.8918203
10.71C,place,SAINT CHRISTOPHE,CHATEAUFORT,78117,78,POINT (48.8428525 2.2822318),2.2822318,48.8428525
10.71C,boulevard,SOULT,PARIS 12,75012,75,POINT (48.9858112 2.4193649),2.4193649,48.9858112
10.71C,allée,GUY DE MAUPASSANT,ARGENTEUIL,95100,95,POINT (48.7065073 2.5077564),2.5077564,48.7065073
10.71C,rue,DE PARIS,JOINVILLE-LE-PONT,94340,94,POINT (48.6920422 2.6084517),2.6084517,48.6920422
10.71C,rue,MOURAUD,PARIS 20,75020,75,POINT (48.5893456 2.2205173),2.2205173,48.5893456
10.71C,rue,MONGE,PARIS 5,75005,75,POINT (48.8422464 2.291007),2.291007,48.8422464
10.71C,rue,MONGE,PARIS 5,75005,75,POINT (48.8558884 1.87336),1.87336,48.8558884
10.71C,rue,DE CHAILLOT,PARIS 16,75116,75,POINT (48.9697085 2.3836135),2.3836135,48.9697085
10.71C,rue,PIERRE BROSSOLETTE,SARCELLES,95200,95,POINT (48.7956539 2.4337884),2.4337884,48.7956539
10.71C,place,DES TROIS NOYERS,SARCELLES,95200,95,POINT (48.8541037 2.3889424),2.3889424,48.8541037
10.71C,rue,DE LA POTERIE,MONTEREAU-FAULT-YONNE,77130,77,POINT (48.9716415 2.3988042),2.3988042,48.9716415
10.71C,rue,DES TUILLERIES,SALINS,77148,77,POINT (48.8416277 2.4175562),2.4175562,48.8416277
